last_review,number_of_reviews,room_type,host_host_id,bed_type,price,host_host_id.1,property_type,address_country,host_host_is_superhost,host_host_total_listings_count,address_market,availability_availability_30,availability_availability_60,availability_availability_90,availability_availability_365,review_year,review_month,review_day
2018-09-03,5,Entire home/apt,14252788,Real Bed,60,14252788,Condominium,Canada,False,1,Montreal,0,0,0,0,2018,09,03
2019-02-22,95,Entire home/apt,6685693,Real Bed,115,6685693,Apartment,United States,False,1,New York,10,40,70,160,2019,02,22
2018-12-09,7,Entire home/apt,145495646,Real Bed,118,145495646,Apartment,Portugal,False,10,Porto,0,2,30,305,2018,12,09
2019-03-01,18,Entire home/apt,5786717,Real Bed,129,5786717,Condominium,United States,True,59,New York,7,19,27,281,2019,03,01
2019-01-29,4,Entire home/apt,13477108,Real Bed,691,13477108,Apartment,Hong Kong,False,2,Hong Kong,0,0,0,0,2019,01,29
2019-01-02,3,Entire home/apt,36780006,Real Bed,100,36780006,Apartment,Spain,True,2,Barcelona,15,27,39,281,2019,01,02
2019-01-03,2,Entire home/apt,21873399,Real Bed,130,21873399,Apartment,Spain,False,46,Barcelona,2,2,2,2,2019,01,03
2018-09-27,11,Entire home/apt,40139322,Real Bed,75,40139322,Loft,Canada,True,1,Montreal,0,0,0,0,2018,09,27
2016-08-22,1,Private room,12999552,Real Bed,201,12999552,Apartment,Brazil,False,1,Rio De Janeiro,29,59,89,364,2016,08,22
2019-02-03,10,Private room,160949049,Real Bed,295,160949049,Hotel,Turkey,True,2,Istanbul,21,41,62,337,2019,02,03
2018-11-19,1,Entire home/apt,193733618,Real Bed,222,193733618,Condominium,United States,False,33,New York,2,13,18,259,2018,11,19
2019-02-11,4,Entire home/apt,34997434,Real Bed,142,34997434,Apartment,Turkey,False,2,Istanbul,21,24,25,295,2019,02,11
2018-07-05,2,Private room,19791689,Real Bed,79,19791689,Apartment,Turkey,False,1,Istanbul,23,53,83,83,2018,07,05
2019-01-02,7,Entire home/apt,1362987,Real Bed,220,1362987,Apartment,Canada,False,1,Montreal,0,0,0,37,2019,01,02
2017-08-28,4,Entire home/apt,52335,Real Bed,70,52335,Apartment,United States,False,2,New York,0,0,0,0,2017,08,28
2019-01-16,2,Entire home/apt,81876389,Real Bed,97,81876389,Apartment,Brazil,False,265,Rio De Janeiro,13,13,13,156,2019,01,16
2018-10-19,2,Private room,6550121,Real Bed,35,6550121,Apartment,Canada,False,1,Montreal,29,59,89,89,2018,10,19
2018-08-31,8,Private room,13237730,Real Bed,28,13237730,Apartment,Portugal,True,8,Porto,0,0,0,0,2018,08,31
2018-08-14,2,Private room,117532859,Real Bed,298,117532859,Apartment,Hong Kong,False,2,Hong Kong,29,59,89,364,2018,08,14
2018-10-16,3,Private room,16261958,Real Bed,90,16261958,Apartment,Australia,False,1,Sydney,0,0,0,0,2018,10,16
2019-03-06,37,Entire home/apt,94208257,Real Bed,149,94208257,Loft,Canada,False,5,Montreal,8,30,59,202,2019,03,06
2018-10-13,8,Private room,20225857,Real Bed,40,20225857,House,Portugal,False,14,Porto,30,60,90,365,2018,10,13
2019-02-01,5,Entire home/apt,195046037,Real Bed,280,195046037,Apartment,Brazil,False,1,Rio De Janeiro,0,0,0,0,2019,02,01
2019-02-23,26,Entire home/apt,192002147,Real Bed,181,192002147,Apartment,Australia,False,9,Sydney,0,0,0,7,2019,02,23
2019-03-02,20,Entire home/apt,192002147,Real Bed,299,192002147,House,Australia,False,9,Sydney,17,47,77,91,2019,03,02
2018-08-23,1,Entire home/apt,21873399,Real Bed,80,21873399,Apartment,Spain,False,46,Barcelona,0,0,0,0,2018,08,23
2019-02-10,186,Entire home/apt,6360121,Real Bed,96,6360121,Apartment,United States,False,1,New York,1,3,7,26,2019,02,10
2018-08-26,4,Entire home/apt,195984935,Real Bed,140,195984935,Apartment,Canada,False,1,Montreal,0,0,0,38,2018,08,26
2019-01-27,4,Entire home/apt,26828317,Real Bed,135,26828317,Serviced apartment,Spain,False,30,Barcelona,2,11,22,212,2019,01,27
2018-12-31,10,Private room,15210533,Real Bed,455,15210533,Boutique hotel,Hong Kong,False,12,Hong Kong,0,0,0,0,2018,12,31
2018-10-05,5,Private room,45455859,Real Bed,90,45455859,Apartment,Turkey,False,1,Istanbul,27,57,87,177,2018,10,05
2018-08-28,3,Entire home/apt,191146478,Real Bed,300,191146478,House,Portugal,False,1,Porto,17,47,77,344,2018,08,28
2019-02-11,3,Entire home/apt,5004868,Real Bed,100,5004868,Apartment,United States,True,10,New York,0,0,0,64,2019,02,11
2019-02-15,62,Entire home/apt,47892963,Real Bed,84,47892963,Apartment,Portugal,True,2,Porto,2,8,16,76,2019,02,15
2018-10-02,2,Entire home/apt,61277408,Real Bed,232,61277408,Serviced apartment,Turkey,False,1,Istanbul,23,53,83,358,2018,10,02
2018-07-06,1,Private room,184642867,Real Bed,27,184642867,Apartment,Spain,False,6,Barcelona,0,27,52,52,2018,07,06
2019-02-23,6,Entire home/apt,108986794,Real Bed,182,108986794,Condominium,United States,False,30,New York,1,2,23,208,2019,02,23
2014-11-07,5,Private room,7109425,Real Bed,22,7109425,Apartment,Spain,False,3,Barcelona,8,38,67,216,2014,11,07
2018-11-18,6,Entire home/apt,13347167,Real Bed,108,13347167,Apartment,United States,False,29,New York,0,5,35,310,2018,11,18
2019-03-10,47,Shared room,131187325,Real Bed,283,131187325,Apartment,Hong Kong,True,4,Hong Kong,15,44,74,347,2019,03,10
2018-05-10,4,Entire home/apt,13468379,Real Bed,142,13468379,Condominium,United States,True,5,New York,0,0,0,0,2018,05,10
2018-08-04,2,Entire home/apt,197929511,Real Bed,160,197929511,Townhouse,Canada,False,1,Montreal,0,0,0,0,2018,08,04
2018-07-14,1,Private room,167624702,Real Bed,70,167624702,Apartment,Australia,False,2,Sydney,30,60,90,91,2018,07,14
2018-10-08,1,Entire home/apt,81931213,Real Bed,334,81931213,Condominium,United States,False,36,New York,5,9,18,159,2018,10,08
2019-02-17,48,Entire home/apt,196206522,Real Bed,121,196206522,Apartment,Turkey,False,3,Istanbul,23,40,70,175,2019,02,17
2018-08-10,2,Private room,128573881,Real Bed,32,128573881,Apartment,Canada,False,1,Montreal,29,59,89,89,2018,08,10
2019-01-15,32,Private room,196904550,Real Bed,36,196904550,Condominium,Canada,True,1,Montreal,2,32,62,62,2019,01,15
2019-01-06,3,Entire home/apt,21873399,Real Bed,80,21873399,Apartment,Spain,False,46,Barcelona,0,0,0,0,2019,01,06
2019-02-14,25,Entire home/apt,130528674,Real Bed,250,130528674,Apartment,Australia,True,5,Sydney,0,0,0,0,2019,02,14
2019-02-26,44,Entire home/apt,13207681,Real Bed,159,13207681,Apartment,United States,True,2,New York,3,9,32,204,2019,02,26
2018-08-20,1,Private room,194464420,Real Bed,174,194464420,Apartment,Turkey,False,1,Istanbul,30,60,90,365,2018,08,20
2018-08-29,1,Entire home/apt,194744942,Real Bed,225,194744942,House,Canada,False,1,Montreal,0,0,0,0,2018,08,29
2018-08-04,4,Private room,14918073,Real Bed,90,14918073,Townhouse,Turkey,False,1,Istanbul,30,60,90,365,2018,08,04
2018-11-11,3,Entire home/apt,137388953,Real Bed,120,137388953,Apartment,United States,False,1,New York,0,0,0,0,2018,11,11
2018-03-01,12,Private room,1503015,Real Bed,71,1503015,House,Australia,True,3,Sydney,5,30,30,30,2018,03,01
2018-08-29,2,Private room,56347573,Real Bed,25,56347573,Apartment,Spain,False,1,Barcelona,1,9,9,9,2018,08,29
2019-01-01,15,Private room,196345599,Real Bed,49,196345599,Apartment,Spain,False,1,Barcelona,21,41,55,124,2019,01,01
2018-12-31,1,Private room,145169614,Real Bed,31,145169614,Bed and breakfast,Canada,False,4,Montreal,30,60,87,356,2018,12,31
2018-12-31,19,Entire home/apt,196983815,Real Bed,85,196983815,Apartment,Portugal,True,1,Porto,30,60,82,357,2018,12,31
2019-03-10,44,Entire home/apt,85800321,Real Bed,903,85800321,Apartment,Hong Kong,True,1,Hong Kong,5,12,31,53,2019,03,10
2019-02-28,11,Private room,198231250,Real Bed,25,198231250,House,United States,True,3,New York,15,45,75,75,2019,02,28
2019-02-14,6,Private room,122408520,Real Bed,338,122408520,Serviced apartment,Hong Kong,False,15,Hong Kong,19,40,70,70,2019,02,14
2019-01-14,15,Entire home/apt,6786676,Real Bed,70,6786676,Apartment,Portugal,True,5,Porto,27,57,87,362,2019,01,14
2019-02-11,19,Entire home/apt,68746835,Real Bed,169,68746835,Apartment,Canada,False,19,Montreal,9,18,29,291,2019,02,11
2019-03-03,14,Entire home/apt,197828925,Real Bed,70,197828925,Cabin,Australia,True,1,Sydney,12,37,67,68,2019,03,03
2019-03-03,39,Entire home/apt,193781227,Real Bed,60,193781227,Apartment,Canada,False,1,Montreal,9,32,57,80,2019,03,03
2019-01-07,10,Entire home/apt,162795984,Real Bed,180,162795984,House,Portugal,False,1,Porto,25,52,62,298,2019,01,07
2018-08-04,1,Entire home/apt,67772371,Real Bed,149,67772371,Loft,Brazil,False,8,Rio De Janeiro,6,6,6,6,2018,08,04
2019-02-14,2,Entire home/apt,10416448,Real Bed,81,10416448,Condominium,Canada,False,3,Montreal,28,49,49,57,2019,02,14
2018-08-19,2,Entire home/apt,157873184,Real Bed,361,157873184,Condominium,China,False,30,Hong Kong,22,52,82,357,2018,08,19
2019-02-15,27,Private room,569544,Real Bed,45,569544,House,United States,False,4,New York,0,0,9,9,2019,02,15
2019-02-20,196,Entire home/apt,12404807,Real Bed,754,12404807,Apartment,Hong Kong,False,4,Hong Kong,5,17,38,308,2019,02,20
2019-02-10,11,Entire home/apt,12730028,Real Bed,39,12730028,Apartment,Portugal,False,62,Porto,9,9,9,223,2019,02,10
2019-03-05,19,Private room,131208176,Real Bed,53,131208176,Apartment,Spain,False,1,Barcelona,24,54,84,174,2019,03,05
2019-01-08,14,Private room,194299141,Real Bed,158,194299141,Boutique hotel,Turkey,False,9,Istanbul,30,60,90,365,2019,01,08
2018-08-16,9,Private room,104306101,Real Bed,220,104306101,Condominium,Hong Kong,False,1,Hong Kong,0,0,0,0,2018,08,16
2018-11-04,16,Entire home/apt,77816784,Real Bed,79,77816784,Apartment,Canada,False,64,Montreal,21,44,56,56,2018,11,04
2018-06-24,1,Entire home/apt,78110758,Real Bed,100,78110758,House,Portugal,False,1,Porto,0,0,0,0,2018,06,24
2018-08-15,2,Entire home/apt,173239198,Real Bed,305,173239198,Condominium,United States,False,8,New York,0,19,42,186,2018,08,15
2018-08-25,4,Entire home/apt,10988558,Real Bed,195,10988558,House,Portugal,False,1,Porto,29,59,89,317,2018,08,25
2019-02-15,21,Entire home/apt,108876856,Real Bed,179,108876856,Loft,Turkey,False,2,Istanbul,23,53,80,355,2019,02,15
2018-08-15,7,Entire home/apt,120114328,Real Bed,110,120114328,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,08,15
2018-12-29,2,Entire home/apt,12718315,Real Bed,85,12718315,Loft,Spain,False,3,Barcelona,0,0,0,6,2018,12,29
2019-01-25,10,Entire home/apt,195764124,Real Bed,65,195764124,Apartment,Portugal,True,1,Porto,29,59,89,364,2019,01,25
2019-01-01,69,Private room,1020539,Real Bed,88,1020539,Apartment,United States,False,2,New York,0,0,0,0,2019,01,01
2019-03-02,56,Entire home/apt,160904316,Real Bed,93,160904316,Condominium,United States,True,1,New York,6,12,20,75,2019,03,02
2019-03-04,48,Entire home/apt,114384153,Real Bed,139,114384153,Apartment,Australia,False,66,Sydney,0,12,37,56,2019,03,04
2019-02-24,39,Entire home/apt,92196431,Real Bed,115,92196431,Condominium,United States,True,3,New York,17,47,77,77,2019,02,24
2018-06-27,3,Private room,64201847,Real Bed,58,64201847,Apartment,Turkey,False,2,Istanbul,0,0,0,262,2018,06,27
2018-09-17,3,Private room,172398001,Real Bed,14,172398001,House,Portugal,False,2,Porto,0,0,0,230,2018,09,17
2019-02-26,43,Entire home/apt,197888507,Real Bed,139,197888507,Condominium,United States,True,1,New York,4,18,29,182,2019,02,26
2019-03-01,29,Entire home/apt,55591302,Real Bed,130,55591302,Guesthouse,United States,True,1,New York,1,4,13,185,2019,03,01
2019-02-17,230,Private room,13114254,Real Bed,61,13114254,Apartment,United States,False,2,New York,2,5,8,44,2019,02,17
2018-11-26,10,Shared room,159283889,Real Bed,105,159283889,Hostel,Turkey,False,17,Istanbul,30,60,90,365,2018,11,26
2019-02-26,6,Private room,111554365,Real Bed,22,111554365,Apartment,Spain,False,2,Barcelona,24,47,77,77,2019,02,26
2018-08-24,2,Entire home/apt,195406007,Real Bed,40,195406007,Apartment,Portugal,False,1,Porto,27,57,87,177,2018,08,24
2019-01-02,16,Entire home/apt,196344302,Real Bed,69,196344302,Apartment,Portugal,False,1,Porto,26,48,72,289,2019,01,02
2019-02-10,11,Entire home/apt,16323539,Real Bed,997,16323539,Apartment,Hong Kong,False,1,Hong Kong,0,4,4,4,2019,02,10
2019-02-09,24,Private room,67839172,Real Bed,675,67839172,Guest suite,Hong Kong,False,1,Hong Kong,28,56,86,86,2019,02,09
2019-02-23,6,Entire home/apt,157067539,Real Bed,699,157067539,House,Australia,True,6,Sydney,25,48,78,327,2019,02,23
2018-12-27,14,Entire home/apt,193654119,Real Bed,80,193654119,Apartment,Portugal,True,2,Porto,16,42,72,342,2018,12,27
2018-10-21,13,Entire home/apt,13675903,Real Bed,199,13675903,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,10,21
2019-01-20,8,Entire home/apt,92616600,Real Bed,500,92616600,House,Brazil,False,1,Rio De Janeiro,15,38,68,330,2019,01,20
2018-11-18,16,Entire home/apt,184243783,Real Bed,50,184243783,Apartment,Portugal,False,3,Porto,11,31,58,322,2018,11,18
2019-02-15,20,Entire home/apt,95843330,Real Bed,169,95843330,Condominium,United States,False,2,New York,4,6,9,93,2019,02,15
2018-09-29,3,Entire home/apt,3849926,Real Bed,89,3849926,Apartment,Portugal,False,6,Porto,30,60,90,347,2018,09,29
2018-12-10,9,Entire home/apt,10135465,Real Bed,120,10135465,Apartment,Portugal,True,6,Porto,21,51,81,353,2018,12,10
2018-06-22,1,Private room,113419095,Real Bed,37,113419095,Apartment,Australia,False,2,Sydney,0,0,0,0,2018,06,22
2019-02-02,11,Private room,195465513,Real Bed,59,195465513,House,United States,True,3,New York,18,40,70,160,2019,02,02
2019-02-11,15,Private room,15596380,Real Bed,35,15596380,Apartment,Spain,True,1,Barcelona,0,0,0,0,2019,02,11
2019-01-13,7,Entire home/apt,756093,Real Bed,522,756093,Condominium,United States,False,95,New York,8,18,45,254,2019,01,13
2019-01-05,2,Private room,26150802,Real Bed,56,26150802,Apartment,Brazil,False,1,Rio De Janeiro,0,0,0,0,2019,01,05
2019-01-20,12,Entire home/apt,198995755,Real Bed,145,198995755,Apartment,Brazil,True,1,Rio De Janeiro,9,29,59,282,2019,01,20
2019-02-28,62,Private room,188099964,Real Bed,479,188099964,Apartment,Hong Kong,True,9,Hong Kong,6,20,50,221,2019,02,28
2018-12-26,10,Entire home/apt,62663709,Real Bed,70,62663709,Apartment,Portugal,False,2,Porto,18,48,78,353,2018,12,26
2019-01-25,22,Private room,199021370,Real Bed,36,199021370,Apartment,Spain,False,4,Barcelona,1,9,31,301,2019,01,25
2018-09-09,1,Entire home/apt,198910828,Real Bed,798,198910828,Apartment,Brazil,False,5,Rio De Janeiro,30,52,82,350,2018,09,09
2018-08-13,1,Entire home/apt,142982314,Real Bed,72,142982314,Apartment,Portugal,False,241,Porto,30,60,90,365,2018,08,13
2018-08-06,2,Private room,68316372,Real Bed,40,68316372,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,08,06
2019-02-24,25,Private room,199021370,Real Bed,36,199021370,Apartment,Spain,False,4,Barcelona,1,4,28,303,2019,02,24
2019-03-03,9,Private room,172875552,Real Bed,65,172875552,Apartment,Spain,True,2,Barcelona,18,26,48,48,2019,03,03
2019-02-25,8,Private room,199470993,Real Bed,45,199470993,Bed and breakfast,Spain,False,1,Barcelona,27,57,87,362,2019,02,25
2019-02-19,208,Entire home/apt,13668412,Real Bed,250,13668412,House,United States,True,1,New York,2,11,25,289,2019,02,19
2018-09-26,4,Entire home/apt,1630185,Real Bed,55,1630185,Apartment,Portugal,True,12,Porto,8,26,44,227,2018,09,26
2019-03-03,9,Entire home/apt,43793840,Real Bed,138,43793840,Condominium,United States,False,92,New York,18,37,67,342,2019,03,03
2018-10-17,3,Private room,13620608,Real Bed,85,13620608,Villa,Australia,False,1,Sydney,21,51,81,356,2018,10,17
2018-07-07,1,Private room,45071073,Real Bed,46,45071073,House,Canada,False,4,Montreal,0,0,0,254,2018,07,07
2019-02-05,14,Private room,4220037,Real Bed,90,4220037,House,United States,True,2,New York,12,32,60,60,2019,02,05
2018-09-04,1,Private room,158889535,Real Bed,13,158889535,House,Portugal,False,7,Porto,30,60,90,365,2018,09,04
2018-11-06,2,Private room,188628513,Real Bed,249,188628513,Boutique hotel,Australia,True,6,Sydney,29,59,89,357,2018,11,06
2018-10-28,10,Entire home/apt,192284066,Real Bed,70,192284066,Apartment,Portugal,True,3,Porto,0,5,32,144,2018,10,28
2019-01-02,1,Entire home/apt,199376710,Real Bed,85,199376710,Apartment,Portugal,True,2,Porto,30,60,81,356,2019,01,02
2019-01-24,13,Entire home/apt,200599622,Real Bed,38,200599622,Apartment,Portugal,False,1,Porto,4,19,27,186,2019,01,24
2019-01-06,13,Entire home/apt,99206209,Real Bed,195,99206209,Apartment,Turkey,False,1,Istanbul,25,38,62,242,2019,01,06
2019-01-15,3,Entire home/apt,170993475,Real Bed,99,170993475,Apartment,Portugal,False,7,Porto,29,59,89,355,2019,01,15
2018-10-14,1,Private room,170993475,Real Bed,60,170993475,Hostel,Portugal,False,7,Porto,30,60,90,340,2018,10,14
2018-08-24,2,Private room,193882339,Real Bed,158,193882339,House,Turkey,False,3,Istanbul,29,59,89,364,2018,08,24
2019-02-17,18,Entire home/apt,64282509,Real Bed,75,64282509,Apartment,Canada,False,1,Montreal,11,22,22,73,2019,02,17
2019-01-11,18,Entire home/apt,58140932,Real Bed,59,58140932,Apartment,Portugal,False,2,Porto,0,0,5,196,2019,01,11
2019-01-20,36,Entire home/apt,71506208,Real Bed,46,71506208,Apartment,Portugal,False,49,Porto,17,38,61,293,2019,01,20
2019-02-02,27,Entire home/apt,15554002,Real Bed,34,15554002,Apartment,Portugal,False,18,Porto,9,26,34,161,2019,02,02
2018-07-26,1,Private room,47329976,Real Bed,237,47329976,Apartment,Turkey,False,3,Istanbul,0,0,18,293,2018,07,26
2019-01-05,11,Entire home/apt,66055808,Real Bed,56,66055808,Apartment,Canada,False,17,Montreal,0,0,5,236,2019,01,05
2018-12-21,16,Private room,159283889,Real Bed,105,159283889,Hostel,Turkey,False,17,Istanbul,30,60,90,365,2018,12,21
2019-02-10,5,Entire home/apt,51120203,Real Bed,1719,51120203,Apartment,Hong Kong,False,1,Hong Kong,3,7,7,7,2019,02,10
2019-02-09,3,Entire home/apt,204779377,Real Bed,439,204779377,Condominium,United States,False,1,New York,6,9,17,194,2019,02,09
2018-08-10,40,Private room,13728386,Real Bed,28,13728386,Apartment,Spain,True,1,Barcelona,0,0,0,188,2018,08,10
2018-09-01,3,Private room,995483,Real Bed,79,995483,Apartment,Turkey,True,2,Istanbul,0,0,0,0,2018,09,01
2019-03-02,18,Private room,4846938,Real Bed,16,4846938,Apartment,Spain,False,2,Barcelona,30,54,84,84,2019,03,02
2019-01-01,8,Private room,8823346,Real Bed,64,8823346,Apartment,Canada,True,2,Montreal,29,59,89,89,2019,01,01
2019-02-24,53,Entire home/apt,38722578,Real Bed,81,38722578,Apartment,Canada,False,1,Montreal,24,54,76,132,2019,02,24
2019-01-31,15,Private room,198797265,Real Bed,251,198797265,Apartment,Hong Kong,True,5,Hong Kong,0,0,0,2,2019,01,31
2019-01-15,22,Private room,162900701,Real Bed,25,162900701,Apartment,Canada,False,1,Montreal,0,0,0,0,2019,01,15
2019-03-03,58,Private room,21066789,Real Bed,95,21066789,Apartment,Australia,False,1,Sydney,28,34,34,34,2019,03,03
2018-12-27,4,Entire home/apt,203061014,Real Bed,500,203061014,Apartment,Brazil,False,2,Rio De Janeiro,3,13,15,196,2018,12,27
2018-12-31,17,Private room,13879827,Real Bed,70,13879827,Apartment,Australia,False,1,Sydney,16,46,76,351,2018,12,31
2018-08-18,1,Entire home/apt,201564456,Real Bed,80,201564456,Apartment,Portugal,False,1,Porto,30,60,88,363,2018,08,18
2017-09-27,1,Entire home/apt,13404262,Real Bed,380,13404262,Apartment,Brazil,False,2,Rio De Janeiro,30,60,90,365,2017,09,27
2019-03-05,29,Entire home/apt,203396108,Real Bed,188,203396108,Condominium,United States,True,1,New York,1,1,26,255,2019,03,05
2019-02-08,41,Entire home/apt,13853301,Real Bed,85,13853301,Apartment,United States,True,1,New York,0,0,0,1,2019,02,08
2019-02-13,6,Entire home/apt,21151187,Real Bed,90,21151187,Apartment,Australia,False,8,Sydney,8,38,68,94,2019,02,13
2019-01-03,17,Entire home/apt,199728524,Real Bed,130,199728524,House,Portugal,False,4,Porto,29,58,85,165,2019,01,03
2018-10-22,2,Private room,71738648,Real Bed,46,71738648,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,10,22
2018-10-12,4,Entire home/apt,147880691,Real Bed,127,147880691,Apartment,Turkey,False,2,Istanbul,21,42,65,340,2018,10,12
2019-03-02,26,Entire home/apt,63028156,Real Bed,141,63028156,Apartment,Australia,True,3,Sydney,11,28,58,149,2019,03,02
2018-11-01,1,Entire home/apt,184577,Real Bed,30,184577,Loft,Spain,False,1,Barcelona,0,0,0,252,2018,11,01
2019-01-23,11,Entire home/apt,204459959,Real Bed,169,204459959,Apartment,Turkey,False,1,Istanbul,30,60,90,180,2019,01,23
2019-02-17,12,Entire home/apt,2631251,Real Bed,216,2631251,Apartment,Turkey,True,5,Istanbul,30,42,42,42,2019,02,17
2015-12-01,14,Entire home/apt,13733426,Real Bed,385,13733426,Apartment,Turkey,False,2,Istanbul,30,60,90,365,2015,12,01
2019-02-17,15,Entire home/apt,2303079,Real Bed,90,2303079,Condominium,Canada,True,4,Montreal,30,51,51,51,2019,02,17
2019-02-24,26,Private room,196136739,Real Bed,424,196136739,Apartment,Hong Kong,False,17,Hong Kong,19,38,68,68,2019,02,24
2018-12-30,7,Entire home/apt,43072472,Real Bed,279,43072472,Apartment,Turkey,False,1,Istanbul,23,53,83,218,2018,12,30
2019-02-18,4,Entire home/apt,4459553,Real Bed,700,4459553,Apartment,Spain,False,203,Barcelona,5,25,48,323,2019,02,18
2018-10-11,5,Entire home/apt,4459553,Real Bed,600,4459553,Apartment,Spain,False,203,Barcelona,6,17,47,322,2018,10,11
2018-07-23,3,Private room,3383921,Real Bed,38,3383921,Bungalow,Australia,False,1,Sydney,0,0,0,0,2018,07,23
2019-02-09,45,Entire home/apt,29221136,Real Bed,50,29221136,Condominium,Portugal,True,4,Porto,18,48,78,353,2019,02,09
2019-02-10,7,Entire home/apt,163388027,Real Bed,447,163388027,Serviced apartment,China,False,10,Hong Kong,24,54,84,359,2019,02,10
2018-08-28,5,Private room,24070165,Real Bed,74,24070165,Apartment,Turkey,False,1,Istanbul,30,60,90,90,2018,08,28
2019-02-03,5,Entire home/apt,113020313,Real Bed,200,113020313,Apartment,Spain,False,23,Barcelona,9,20,45,247,2019,02,03
2019-01-02,17,Entire home/apt,204247340,Real Bed,70,204247340,Apartment,Portugal,True,1,Porto,18,42,72,336,2019,01,02
2019-01-13,27,Entire home/apt,24623385,Real Bed,69,24623385,Apartment,Portugal,True,2,Porto,1,1,1,142,2019,01,13
2018-12-10,15,Entire home/apt,13907857,Real Bed,80,13907857,House,Portugal,False,24,Porto,0,0,0,48,2018,12,10
2019-02-17,25,Private room,173397399,Real Bed,45,173397399,Loft,Spain,True,1,Barcelona,13,28,48,317,2019,02,17
2019-03-02,78,Entire home/apt,198185552,Real Bed,135,198185552,Apartment,Australia,False,1,Sydney,8,20,46,122,2019,03,02
2019-03-07,46,Entire home/apt,43777889,Real Bed,68,43777889,Apartment,Canada,True,1,Montreal,1,4,16,51,2019,03,07
2018-11-04,2,Entire home/apt,81768700,Real Bed,89,81768700,Apartment,Canada,False,2,Montreal,0,0,0,0,2018,11,04
2019-02-04,8,Entire home/apt,66039372,Real Bed,228,66039372,Apartment,Brazil,True,37,Rio De Janeiro,3,12,29,304,2019,02,04
2018-06-29,2,Entire home/apt,6315448,Real Bed,769,6315448,Apartment,Hong Kong,True,13,Hong Kong,0,0,0,169,2018,06,29
2019-01-23,49,Entire home/apt,189891310,Real Bed,41,189891310,Apartment,Portugal,True,1,Porto,23,48,72,113,2019,01,23
2019-02-08,4,Private room,195942000,Real Bed,45,195942000,Hostel,Spain,True,4,Barcelona,6,25,38,312,2019,02,08
2018-09-30,6,Private room,29404759,Real Bed,35,29404759,Apartment,Canada,False,1,Montreal,4,4,4,4,2018,09,30
2019-02-23,20,Private room,204535584,Real Bed,29,204535584,Apartment,Spain,False,2,Barcelona,0,13,43,133,2019,02,23
2019-03-05,14,Private room,203160550,Real Bed,228,203160550,House,Hong Kong,False,7,Hong Kong,19,45,75,165,2019,03,05
2018-12-22,6,Entire home/apt,15262785,Real Bed,1586,15262785,Apartment,Hong Kong,False,8,Hong Kong,25,55,85,360,2018,12,22
2019-03-06,34,Entire home/apt,204752411,Real Bed,95,204752411,Apartment,Spain,True,2,Barcelona,5,5,9,143,2019,03,06
2019-01-28,112,Entire home/apt,12979998,Real Bed,160,12979998,Apartment,Brazil,True,2,Rio De Janeiro,12,38,68,271,2019,01,28
2019-01-29,19,Entire home/apt,130922896,Real Bed,295,130922896,Apartment,Turkey,False,2,Istanbul,14,37,64,64,2019,01,29
2019-02-17,21,Entire home/apt,6684297,Real Bed,1287,6684297,Apartment,Hong Kong,False,7,Hong Kong,9,39,43,131,2019,02,17
2019-01-31,3,Private room,151950988,Real Bed,22,151950988,Apartment,Spain,False,1,Barcelona,28,58,88,363,2019,01,31
2018-07-25,1,Entire home/apt,204735984,Real Bed,110,204735984,Apartment,Canada,False,4,Montreal,9,39,69,344,2018,07,25
2019-01-17,18,Entire home/apt,67054724,Real Bed,60,67054724,Apartment,Portugal,False,17,Porto,16,46,70,159,2019,01,17
2019-02-05,56,Entire home/apt,9559245,Real Bed,179,9559245,Apartment,Brazil,True,2,Rio De Janeiro,6,6,22,112,2019,02,05
2016-06-13,1,Private room,12511213,Real Bed,90,12511213,Apartment,United States,False,1,New York,0,0,0,0,2016,06,13
2019-02-07,3,Entire home/apt,5614931,Real Bed,90,5614931,Serviced apartment,Spain,False,39,Barcelona,15,36,61,198,2019,02,07
2018-12-09,5,Entire home/apt,205439415,Real Bed,80,205439415,Apartment,Portugal,True,4,Porto,15,43,62,318,2018,12,09
2018-09-30,259,Private room,13968035,Real Bed,25,13968035,Apartment,Spain,False,4,Barcelona,0,0,0,0,2018,09,30
2018-10-28,1,Private room,206340918,Real Bed,90,206340918,Apartment,Spain,False,2,Barcelona,0,29,59,59,2018,10,28
2019-02-20,79,Entire home/apt,3039107,Real Bed,68,3039107,Apartment,Spain,False,31,Barcelona,0,6,14,261,2019,02,20
2019-01-24,3,Entire home/apt,195869416,Real Bed,199,195869416,Boutique hotel,United States,False,2,New York,15,37,55,327,2019,01,24
2019-02-24,19,Entire home/apt,186420019,Real Bed,212,186420019,Loft,Canada,False,4,Montreal,19,35,59,315,2019,02,24
2019-01-01,1,Private room,204225996,Real Bed,33,204225996,Apartment,Spain,False,2,Barcelona,0,0,0,0,2019,01,01
2018-09-15,4,Private room,207180226,Real Bed,39,207180226,Apartment,Canada,False,3,Montreal,0,0,0,0,2018,09,15
2018-10-01,6,Private room,178651339,Real Bed,40,178651339,Condominium,Canada,False,1,Montreal,0,0,0,0,2018,10,01
