last_review,number_of_reviews,room_type,host_host_id,bed_type,price,host_host_id.1,property_type,address_country,host_host_is_superhost,host_host_total_listings_count,address_market,availability_availability_30,availability_availability_60,availability_availability_90,availability_availability_365,review_year,review_month,review_day
2018-08-12,70,Private room,454250,Real Bed,135,454250,Apartment,United States,True,3,New York,0,0,0,93,2018,08,12
2018-05-07,29,Private room,52004703,Real Bed,121,52004703,Bed and breakfast,Turkey,False,2,Istanbul,30,60,90,365,2018,05,07
2018-03-27,3,Entire home/apt,51624384,Real Bed,699,51624384,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2018,03,27
2019-03-01,81,Private room,51744313,Futon,181,51744313,Guesthouse,Hong Kong,False,2,Hong Kong,14,24,40,220,2019,03,01
2018-03-18,64,Entire home/apt,13764143,Real Bed,181,13764143,Apartment,Australia,False,1,Sydney,0,0,0,0,2018,03,18
2016-01-03,1,Entire home/apt,34607505,Real Bed,145,34607505,Apartment,United States,False,1,New York,0,0,0,0,2016,01,03
2019-03-03,239,Private room,1017772,Real Bed,45,1017772,Apartment,United States,True,1,New York,20,29,29,34,2019,03,03
2016-01-31,1,Private room,11275734,Real Bed,40,11275734,Apartment,United States,False,1,New York,0,0,0,0,2016,01,31
2019-01-28,70,Entire home/apt,51530266,Real Bed,119,51530266,Apartment,Brazil,True,2,Rio De Janeiro,7,19,33,118,2019,01,28
2017-08-07,3,Entire home/apt,51471538,Real Bed,838,51471538,Serviced apartment,Turkey,False,16,Istanbul,30,60,90,365,2017,08,07
2019-02-09,178,Entire home/apt,27518920,Real Bed,30,27518920,Loft,Portugal,True,3,Porto,16,40,67,335,2019,02,09
2017-08-27,12,Entire home/apt,51920973,Real Bed,40,51920973,Apartment,Portugal,False,1,Porto,0,0,0,46,2017,08,27
2017-08-19,9,Entire home/apt,52004369,Real Bed,275,52004369,Apartment,United States,False,2,New York,0,0,0,0,2017,08,19
2016-02-10,1,Private room,51326285,Real Bed,250,51326285,House,Brazil,False,5,Rio De Janeiro,10,10,21,296,2016,02,10
2019-03-06,109,Entire home/apt,16187044,Real Bed,185,16187044,Apartment,Australia,True,1,Sydney,5,16,35,265,2019,03,06
2018-11-28,123,Private room,52031360,Real Bed,46,52031360,Apartment,United States,True,1,New York,30,60,90,365,2018,11,28
2019-01-20,51,Entire home/apt,51399391,Real Bed,80,51399391,House,Portugal,False,3,Porto,28,47,74,239,2019,01,20
2016-04-02,1,Entire home/apt,1241644,Real Bed,527,1241644,House,Turkey,False,2,Istanbul,27,57,87,362,2016,04,02
2019-02-07,96,Entire home/apt,5448114,Real Bed,115,5448114,Condominium,United States,False,18,New York,16,46,76,343,2019,02,07
2018-02-18,5,Entire home/apt,47554473,Real Bed,205,47554473,Apartment,United States,False,13,New York,30,31,31,243,2018,02,18
2018-12-21,27,Private room,21331922,Pull-out Sofa,58,21331922,Apartment,Turkey,True,8,Istanbul,3,19,37,37,2018,12,21
2016-05-26,1,Private room,12673423,Real Bed,149,12673423,Apartment,Brazil,False,2,Rio De Janeiro,28,58,88,178,2016,05,26
2019-01-08,62,Private room,39300,Real Bed,34,39300,Apartment,Canada,True,1,Montreal,0,0,0,0,2019,01,08
2019-02-18,162,Private room,52491634,Real Bed,487,52491634,Guesthouse,Hong Kong,True,5,Hong Kong,18,41,67,339,2019,02,18
2018-06-15,1,Entire home/apt,3393610,Real Bed,135,3393610,Apartment,United States,False,1,New York,0,13,43,196,2018,06,15
2016-02-20,1,Entire home/apt,12057949,Real Bed,499,12057949,Condominium,United States,False,472,New York,30,60,90,365,2016,02,20
2016-01-06,1,Entire home/apt,11435086,Real Bed,966,11435086,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2016,01,06
2018-07-12,22,Private room,52473150,Real Bed,400,52473150,Apartment,Hong Kong,False,29,Hong Kong,30,60,90,145,2018,07,12
2018-11-06,9,Private room,52473150,Real Bed,330,52473150,Apartment,Hong Kong,False,29,Hong Kong,20,50,80,135,2018,11,06
2019-01-28,24,Entire home/apt,2537111,Real Bed,298,2537111,Apartment,Brazil,True,13,Rio De Janeiro,24,54,84,174,2019,01,28
2019-01-06,61,Entire home/apt,634664,Real Bed,117,634664,Apartment,Australia,True,1,Sydney,0,0,25,26,2019,01,06
2018-03-18,8,Entire home/apt,52772199,Real Bed,798,52772199,Apartment,Brazil,False,1,Rio De Janeiro,11,41,71,247,2018,03,18
2016-02-16,4,Private room,52453573,Real Bed,36,52453573,Apartment,Australia,False,1,Sydney,0,0,0,0,2016,02,16
2016-01-01,1,Entire home/apt,14461742,Real Bed,220,14461742,Apartment,United States,False,1,New York,0,0,0,0,2016,01,01
2019-01-01,22,Entire home/apt,35215309,Real Bed,180,35215309,Apartment,United States,False,1,New York,0,0,0,0,2019,01,01
2017-12-01,8,Private room,5595776,Real Bed,64,5595776,House,Australia,False,6,Sydney,0,0,19,20,2017,12,01
2018-12-12,29,Entire home/apt,4428126,Real Bed,858,4428126,Apartment,Brazil,True,3,Rio De Janeiro,18,40,70,345,2018,12,12
2019-02-28,32,Entire home/apt,42868615,Pull-out Sofa,95,42868615,Condominium,United States,True,2,New York,0,3,16,246,2019,02,28
2016-08-20,1,Private room,52988408,Real Bed,71,52988408,Apartment,Brazil,False,2,Rio De Janeiro,0,0,0,0,2016,08,20
2019-02-18,117,Entire home/apt,465278,Real Bed,175,465278,Apartment,United States,True,1,New York,28,58,88,363,2019,02,18
2019-02-01,225,Entire home/apt,51724179,Real Bed,31,51724179,Apartment,Portugal,True,6,Porto,13,43,62,278,2019,02,01
2018-01-01,45,Entire home/apt,178043,Real Bed,212,178043,Apartment,United States,False,4,New York,0,3,5,5,2018,01,01
2019-02-19,103,Entire home/apt,52785887,Real Bed,185,52785887,Treehouse,United States,True,1,New York,20,45,75,165,2019,02,19
2018-11-11,139,Entire home/apt,2509326,Real Bed,399,2509326,House,Australia,False,5,Sydney,0,0,0,0,2018,11,11
2019-02-19,32,Entire home/apt,53086419,Real Bed,795,53086419,House,United States,False,1,New York,10,17,26,229,2019,02,19
2019-02-18,114,Entire home/apt,308899,Real Bed,120,308899,Guesthouse,United States,False,2,New York,3,26,53,323,2019,02,18
2019-01-22,62,Entire home/apt,35484736,Real Bed,55,35484736,Apartment,Portugal,True,4,Porto,3,12,24,243,2019,01,22
2016-02-21,1,Entire home/apt,10099253,Real Bed,144,10099253,Apartment,United States,False,1,New York,0,0,0,0,2016,02,21
2018-10-15,9,Entire home/apt,3665789,Real Bed,395,3665789,Apartment,Brazil,True,18,Rio De Janeiro,17,47,77,342,2018,10,15
2019-02-04,135,Entire home/apt,5386341,Real Bed,269,5386341,Apartment,Turkey,False,10,Istanbul,17,36,55,317,2019,02,04
2019-01-04,13,Entire home/apt,53059934,Real Bed,80,53059934,Apartment,Portugal,False,1,Porto,0,0,0,27,2019,01,04
2018-10-22,31,Entire home/apt,9320470,Real Bed,29,9320470,Apartment,Portugal,True,9,Porto,16,42,61,309,2018,10,22
2019-02-23,167,Private room,5884464,Real Bed,139,5884464,Guest suite,United States,True,2,New York,3,5,11,276,2019,02,23
2016-02-14,1,Private room,1929411,Real Bed,20,1929411,Apartment,Spain,False,1,Barcelona,0,0,0,0,2016,02,14
2016-08-20,2,Private room,53169195,Real Bed,35,53169195,Apartment,United States,False,1,New York,0,0,0,0,2016,08,20
2019-01-05,10,Private room,54761069,Real Bed,80,54761069,Apartment,United States,False,1,New York,5,35,65,339,2019,01,05
2019-01-04,18,Entire home/apt,54221119,Real Bed,351,54221119,Condominium,Brazil,False,1,Rio De Janeiro,22,52,82,172,2019,01,04
2016-03-01,2,Entire home/apt,6151720,Real Bed,31,6151720,Apartment,Spain,False,3,Barcelona,23,53,83,358,2016,03,01
2019-02-26,45,Entire home/apt,54391530,Real Bed,325,54391530,House,United States,True,3,New York,11,37,48,267,2019,02,26
2018-08-04,18,Entire home/apt,1121661,Real Bed,72,1121661,House,United States,True,2,New York,20,47,77,352,2018,08,04
2019-02-10,77,Entire home/apt,22766460,Real Bed,264,22766460,Apartment,Turkey,False,1,Istanbul,18,29,51,326,2019,02,10
2016-02-10,1,Entire home/apt,54984412,Real Bed,298,54984412,Apartment,Brazil,False,2,Rio De Janeiro,0,0,0,0,2016,02,10
2017-12-27,1,Private room,53288729,Real Bed,37,53288729,Apartment,Turkey,False,1,Istanbul,30,60,90,365,2017,12,27
2016-05-16,1,Private room,3026612,Real Bed,101,3026612,Apartment,Brazil,False,2,Rio De Janeiro,30,60,90,365,2016,05,16
2019-02-05,132,Entire home/apt,54662715,Real Bed,80,54662715,Apartment,Portugal,False,4,Porto,5,25,46,214,2019,02,05
2016-02-22,2,Entire home/apt,23405752,Real Bed,85,23405752,Apartment,Australia,False,1,Sydney,0,0,0,0,2016,02,22
2018-12-30,71,Entire home/apt,3104922,Real Bed,100,3104922,Apartment,Portugal,False,3,Porto,0,10,15,264,2018,12,30
2019-02-06,145,Entire home/apt,2657469,Real Bed,997,2657469,Apartment,Hong Kong,False,17,Hong Kong,20,50,80,170,2019,02,06
2019-01-10,19,Entire home/apt,5738969,Real Bed,229,5738969,Condominium,United States,False,1,New York,5,26,35,228,2019,01,10
2017-09-22,11,Private room,4765935,Real Bed,112,4765935,Bed and breakfast,Brazil,False,8,Rio De Janeiro,24,45,60,309,2017,09,22
2017-12-25,18,Private room,16313394,Real Bed,353,16313394,Apartment,Hong Kong,False,28,Hong Kong,30,60,90,365,2017,12,25
2019-02-04,115,Entire home/apt,54539364,Real Bed,135,54539364,Guest suite,United States,True,1,New York,6,10,12,204,2019,02,04
2018-12-14,46,Private room,2128778,Real Bed,50,2128778,Apartment,United States,True,2,New York,5,35,64,64,2018,12,14
2019-02-03,9,Private room,48463017,Real Bed,138,48463017,Bed and breakfast,Brazil,False,4,Rio De Janeiro,28,58,88,347,2019,02,03
2019-01-02,110,Entire home/apt,1381764,Real Bed,351,1381764,Apartment,Brazil,False,65,Rio De Janeiro,12,26,49,317,2019,01,02
2017-08-31,179,Private room,53247930,Real Bed,479,53247930,Condominium,Hong Kong,False,5,Hong Kong,0,3,3,3,2017,08,31
2018-09-23,104,Entire home/apt,4548918,Real Bed,45,4548918,Guest suite,Australia,False,1,Sydney,0,0,0,0,2018,09,23
2019-02-19,99,Entire home/apt,53507053,Real Bed,100,53507053,Bungalow,United States,False,1,New York,12,27,53,321,2019,02,19
2019-02-20,77,Entire home/apt,54320669,Real Bed,169,54320669,Apartment,Spain,False,12,Barcelona,19,32,48,211,2019,02,20
2018-05-02,13,Entire home/apt,54904357,Real Bed,933,54904357,Apartment,Brazil,True,2,Rio De Janeiro,0,0,0,0,2018,05,02
2017-12-29,10,Entire home/apt,36481278,Real Bed,997,36481278,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2017,12,29
2019-02-11,146,Entire home/apt,3251237,Real Bed,129,3251237,Guesthouse,Australia,True,1,Sydney,30,60,90,365,2019,02,11
2019-02-22,65,Entire home/apt,54294012,Real Bed,125,54294012,Condominium,United States,True,1,New York,12,39,65,65,2019,02,22
2019-02-19,126,Entire home/apt,4148248,Real Bed,125,4148248,Apartment,United States,False,3,New York,1,6,8,168,2019,02,19
2018-11-04,20,Entire home/apt,12870591,Real Bed,60,12870591,Apartment,Portugal,False,5,Porto,0,16,46,314,2018,11,04
2019-01-22,32,Entire home/apt,36696735,Real Bed,351,36696735,Apartment,Brazil,True,2,Rio De Janeiro,3,18,41,316,2019,01,22
2018-12-30,51,Entire home/apt,54320669,Real Bed,85,54320669,Apartment,Spain,False,12,Barcelona,13,16,27,174,2018,12,30
2018-12-23,31,Private room,5823933,Real Bed,105,5823933,Apartment,Turkey,True,2,Istanbul,23,44,74,336,2018,12,23
2015-06-30,17,Entire home/apt,5908273,Real Bed,385,5908273,Apartment,Turkey,False,2,Istanbul,30,60,90,365,2015,06,30
2019-02-17,122,Private room,55390614,Real Bed,40,55390614,Condominium,Spain,False,5,Barcelona,8,14,27,253,2019,02,17
2019-01-02,6,Entire home/apt,19354362,Real Bed,417,19354362,Apartment,Turkey,False,7,Istanbul,10,10,22,297,2019,01,02
2019-02-01,84,Private room,3082095,Real Bed,65,3082095,House,Australia,True,3,Sydney,0,0,0,232,2019,02,01
2019-01-02,104,Entire home/apt,542867,Real Bed,89,542867,Apartment,Spain,False,3,Barcelona,8,10,15,280,2019,01,02
2018-12-30,32,Entire home/apt,11417174,Real Bed,58,11417174,Apartment,Portugal,True,4,Porto,29,59,84,359,2018,12,30
2019-01-25,34,Entire home/apt,15560428,Real Bed,451,15560428,Apartment,Brazil,True,5,Rio De Janeiro,11,41,63,329,2019,01,25
2019-03-06,191,Private room,5888954,Real Bed,40,5888954,Condominium,Spain,False,2,Barcelona,19,27,38,289,2019,03,06
2017-11-24,1,Entire home/apt,3938375,Real Bed,211,3938375,Serviced apartment,Turkey,False,6,Istanbul,8,38,68,343,2017,11,24
2016-08-13,2,Private room,29744388,Real Bed,149,29744388,Apartment,Brazil,False,2,Rio De Janeiro,0,0,0,0,2016,08,13
2019-02-19,60,Entire home/apt,39754804,Real Bed,125,39754804,Apartment,United States,False,1,New York,1,1,1,66,2019,02,19
2018-12-07,1,Private room,28616106,Real Bed,187,28616106,Hostel,Brazil,False,1,Rio De Janeiro,30,60,90,180,2018,12,07
2019-02-22,125,Entire home/apt,930612,Real Bed,1146,930612,Apartment,Hong Kong,False,5,Hong Kong,7,24,47,306,2019,02,22
2019-03-04,86,Entire home/apt,56006867,Real Bed,1703,56006867,Apartment,Hong Kong,True,1,Hong Kong,4,10,30,108,2019,03,04
2019-02-11,18,Entire home/apt,9479239,Real Bed,1484,9479239,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2019,02,11
2019-02-23,89,Entire home/apt,36894011,Real Bed,250,36894011,Apartment,United States,True,2,New York,13,16,30,198,2019,02,23
2019-01-03,3,Entire home/apt,5990033,Real Bed,500,5990033,House,Australia,False,2,Sydney,28,58,88,363,2019,01,03
2019-03-02,241,Private room,663764,Real Bed,47,663764,Apartment,United States,True,2,New York,15,42,42,100,2019,03,02
2019-02-24,72,Private room,13416742,Real Bed,447,13416742,Condominium,Hong Kong,False,3,Hong Kong,19,22,50,140,2019,02,24
2019-02-19,29,Private room,56197328,Real Bed,128,56197328,Apartment,United States,False,2,New York,30,60,87,267,2019,02,19
2018-02-18,15,Private room,52473150,Real Bed,597,52473150,Apartment,Hong Kong,False,29,Hong Kong,0,0,0,32,2018,02,18
2019-01-04,184,Entire home/apt,5887081,Real Bed,110,5887081,Townhouse,United States,True,3,New York,1,9,25,300,2019,01,04
2019-02-01,137,Entire home/apt,56775580,Real Bed,99,56775580,Apartment,United States,False,5,New York,28,58,88,88,2019,02,01
2019-02-18,44,Entire home/apt,49457265,Real Bed,189,49457265,House,United States,False,7,New York,13,18,37,312,2019,02,18
2019-02-24,203,Private room,56949831,Real Bed,447,56949831,Hostel,Hong Kong,True,22,Hong Kong,9,32,62,62,2019,02,24
2019-03-02,119,Entire home/apt,6017048,Real Bed,169,6017048,House,United States,True,2,New York,5,21,40,215,2019,03,02
2018-12-14,44,Private room,56866557,Real Bed,105,56866557,House,United States,False,6,New York,30,60,85,360,2018,12,14
2019-02-25,103,Entire home/apt,1671879,Real Bed,325,1671879,Condominium,United States,False,9,New York,10,29,52,295,2019,02,25
2018-10-09,1,Entire home/apt,396363,Real Bed,91,396363,Apartment,Spain,False,109,Barcelona,14,44,74,283,2018,10,09
2018-01-02,21,Private room,57023844,Real Bed,90,57023844,House,United States,False,8,New York,30,60,90,365,2018,01,02
2019-02-25,215,Entire home/apt,6048514,Real Bed,189,6048514,Apartment,United States,True,1,New York,11,17,30,276,2019,02,25
2019-02-10,105,Private room,45448833,Real Bed,400,45448833,Apartment,Hong Kong,False,7,Hong Kong,0,26,56,236,2019,02,10
2019-02-23,139,Private room,45448833,Real Bed,298,45448833,Apartment,Hong Kong,False,7,Hong Kong,23,53,83,173,2019,02,23
2019-02-23,199,Entire home/apt,24800102,Real Bed,110,24800102,Apartment,United States,False,1,New York,28,53,82,357,2019,02,23
2014-01-13,9,Entire home/apt,4099460,Real Bed,119,4099460,Apartment,Australia,False,3,Sydney,0,0,0,0,2014,01,13
2019-02-20,206,Entire home/apt,37031267,Real Bed,463,37031267,Condominium,Hong Kong,False,9,Hong Kong,2,10,21,272,2019,02,20
2018-12-03,1,Private room,22677216,Real Bed,47,22677216,Apartment,Turkey,False,1,Istanbul,29,59,89,364,2018,12,03
2016-09-10,15,Entire home/apt,56998832,Real Bed,359,56998832,House,Turkey,False,1,Istanbul,0,0,0,0,2016,09,10
2017-11-01,13,Private room,21965282,Real Bed,59,21965282,Apartment,United States,True,9,New York,29,59,89,364,2017,11,01
2019-02-16,19,Entire home/apt,57107571,Real Bed,200,57107571,Apartment,United States,False,1,New York,0,7,13,117,2019,02,16
2016-07-15,1,Private room,57521137,Real Bed,21,57521137,Apartment,Canada,False,1,Montreal,0,0,0,0,2016,07,15
2019-01-06,7,Entire home/apt,57846393,Real Bed,209,57846393,Villa,Brazil,False,1,Rio De Janeiro,22,52,82,357,2019,01,06
2019-02-10,130,Entire home/apt,11170203,Real Bed,84,11170203,Apartment,Spain,True,8,Barcelona,14,26,52,258,2019,02,10
2018-08-25,26,Entire home/apt,17259339,Real Bed,100,17259339,Apartment,United States,False,1,New York,0,0,0,0,2018,08,25
2019-02-07,129,Entire home/apt,6107595,Real Bed,130,6107595,Apartment,Spain,True,1,Barcelona,12,15,23,127,2019,02,07
2016-05-17,1,Entire home/apt,23377306,Real Bed,130,23377306,Apartment,Spain,False,10,Barcelona,0,0,0,100,2016,05,17
2018-02-15,2,Entire home/apt,12431812,Real Bed,306,12431812,Apartment,Brazil,False,3,Rio De Janeiro,7,11,11,12,2018,02,15
2018-12-31,28,Entire home/apt,1253313,Real Bed,90,1253313,Apartment,United States,False,4,New York,0,0,0,0,2018,12,31
2016-07-19,2,Entire home/apt,61646690,Real Bed,35,61646690,Condominium,Canada,False,1,Montreal,0,0,0,0,2016,07,19
2018-08-30,7,Entire home/apt,733802,Real Bed,400,733802,Condominium,United States,True,24,New York,1,3,15,142,2018,08,30
2016-05-01,1,Entire home/apt,14861546,Real Bed,298,14861546,Apartment,Hong Kong,False,92,Hong Kong,0,0,0,42,2016,05,01
2016-04-07,1,Entire home/apt,53836,Real Bed,65,53836,Cabin,United States,True,6,New York,19,48,78,353,2016,04,07
2019-03-04,230,Entire home/apt,6245401,Real Bed,109,6245401,Cabin,Australia,True,1,Sydney,14,35,43,125,2019,03,04
2018-10-11,1,Entire home/apt,37725953,Real Bed,80,37725953,Apartment,Portugal,False,3,Porto,29,50,55,216,2018,10,11
2016-04-02,2,Private room,5650826,Real Bed,40,5650826,Apartment,United States,False,1,New York,0,0,0,0,2016,04,02
2018-02-13,11,Entire home/apt,33644977,Real Bed,518,33644977,Apartment,Brazil,False,1,Rio De Janeiro,16,46,76,351,2018,02,13
2017-01-24,4,Entire home/apt,5737780,Real Bed,351,5737780,Apartment,Brazil,False,35,Rio De Janeiro,3,14,44,130,2017,01,24
2016-01-27,24,Entire home/apt,836168,Real Bed,1000,836168,Condominium,United States,True,13,New York,30,60,90,365,2016,01,27
2017-05-09,5,Private room,15756802,Real Bed,190,15756802,Apartment,Turkey,False,1,Istanbul,28,58,88,363,2017,05,09
2018-02-25,11,Entire home/apt,1946293,Real Bed,761,1946293,Apartment,Hong Kong,False,2,Hong Kong,0,0,0,0,2018,02,25
2017-06-15,6,Entire home/apt,4878564,Real Bed,60,4878564,Apartment,Spain,False,2,Barcelona,23,53,83,358,2017,06,15
2019-02-10,27,Private room,57929069,Real Bed,188,57929069,Apartment,Hong Kong,False,2,Hong Kong,0,0,0,92,2019,02,10
2015-08-29,12,Private room,6172276,Real Bed,125,6172276,House,Australia,False,3,Sydney,30,60,90,365,2015,08,29
2016-12-07,2,Private room,57620332,Real Bed,90,57620332,Apartment,Turkey,False,1,Istanbul,30,60,90,365,2016,12,07
2019-02-11,112,Entire home/apt,26304763,Real Bed,350,26304763,Apartment,United States,False,1,New York,2,5,27,115,2019,02,11
2019-01-08,41,Entire home/apt,6016999,Real Bed,161,6016999,Apartment,Australia,True,1,Sydney,7,22,51,322,2019,01,08
2019-02-08,380,Entire home/apt,2220420,Real Bed,40,2220420,Loft,Portugal,False,20,Porto,8,30,40,275,2019,02,08
2019-03-05,108,Private room,35858044,Real Bed,25,35858044,Apartment,Spain,False,2,Barcelona,16,40,70,324,2019,03,05
2019-02-10,211,Entire home/apt,48943549,Real Bed,80,48943549,Apartment,Portugal,True,3,Porto,6,11,16,266,2019,02,10
2019-02-07,24,Private room,28689814,Real Bed,148,28689814,Apartment,Turkey,True,4,Istanbul,7,30,53,322,2019,02,07
2016-08-24,2,Private room,10929225,Real Bed,60,10929225,Apartment,United States,False,1,New York,0,0,0,0,2016,08,24
2019-01-01,94,Entire home/apt,62130666,Real Bed,225,62130666,Apartment,United States,False,1,New York,29,42,62,138,2019,01,01
2017-02-27,2,Private room,12716878,Real Bed,75,12716878,House,Australia,False,1,Sydney,0,0,0,0,2017,02,27
2016-09-26,2,Private room,9018452,Real Bed,70,9018452,Apartment,Canada,False,2,Montreal,0,0,0,0,2016,09,26
2018-12-14,37,Entire home/apt,3483450,Real Bed,125,3483450,Apartment,United States,True,3,New York,30,53,70,345,2018,12,14
2019-02-10,17,Entire home/apt,62150628,Real Bed,200,62150628,Condominium,United States,False,4,New York,4,27,57,305,2019,02,10
2019-01-02,57,Private room,3320587,Real Bed,65,3320587,Apartment,Spain,False,1,Barcelona,21,36,60,333,2019,01,02
2019-02-03,43,Entire home/apt,6099660,Real Bed,85,6099660,Apartment,Spain,False,46,Barcelona,14,25,39,194,2019,02,03
2019-02-28,87,Entire home/apt,6194110,Real Bed,135,6194110,Apartment,United States,True,1,New York,4,6,15,182,2019,02,28
2019-01-28,2,Entire home/apt,62031792,Real Bed,548,62031792,Apartment,Brazil,False,1,Rio De Janeiro,4,4,4,214,2019,01,28
2017-09-12,5,Entire home/apt,7747793,Real Bed,64,7747793,Apartment,Canada,False,1,Montreal,0,0,0,0,2017,09,12
2019-03-02,54,Private room,6251533,Real Bed,35,6251533,Apartment,Spain,False,1,Barcelona,10,19,26,92,2019,03,02
2019-01-30,163,Entire home/apt,41161072,Real Bed,34,41161072,Apartment,Portugal,False,4,Porto,4,4,10,183,2019,01,30
2019-02-24,20,Entire home/apt,1986299,Real Bed,90,1986299,Apartment,Spain,False,30,Barcelona,2,10,28,223,2019,02,24
2018-09-19,4,Private room,756093,Real Bed,234,756093,Apartment,United States,False,95,New York,1,7,23,291,2018,09,19
2016-06-23,19,Entire home/apt,35320932,Airbed,125,35320932,Apartment,United States,False,1,New York,0,0,0,0,2016,06,23
2018-11-04,23,Private room,28376927,Real Bed,31,28376927,Apartment,Spain,False,1,Barcelona,28,58,83,358,2018,11,04
2015-11-08,1,Entire home/apt,6188776,Real Bed,793,6188776,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2015,11,08
2018-09-24,35,Entire home/apt,6205300,Real Bed,461,6205300,Apartment,Australia,False,2,Sydney,0,0,0,157,2018,09,24
2018-10-25,58,Private room,4266047,Real Bed,105,4266047,Apartment,United States,False,1,New York,30,60,90,365,2018,10,25
2019-02-07,229,Entire home/apt,35821827,Real Bed,60,35821827,Apartment,Portugal,False,3,Porto,12,23,32,259,2019,02,07
2019-02-13,203,Private room,25282650,Real Bed,100,25282650,House,United States,True,4,New York,9,19,32,284,2019,02,13
2018-09-30,42,Entire home/apt,61100954,Real Bed,55,61100954,Apartment,Canada,False,1,Montreal,0,9,30,143,2018,09,30
2016-04-01,12,Entire home/apt,3038687,Real Bed,79,3038687,Loft,United States,False,8,New York,3,3,16,16,2016,04,01
2018-08-26,22,Entire home/apt,57921954,Real Bed,348,57921954,Apartment,Turkey,True,1,Istanbul,2,32,62,336,2018,08,26
2018-12-19,16,Entire home/apt,2843987,Real Bed,125,2843987,Condominium,United States,False,1,New York,0,0,0,0,2018,12,19
2019-03-06,38,Private room,38038584,Real Bed,283,38038584,Bed and breakfast,Hong Kong,False,15,Hong Kong,23,53,75,75,2019,03,06
2019-02-23,104,Entire home/apt,2199502,Real Bed,499,2199502,House,United States,True,1,New York,14,21,36,245,2019,02,23
2017-06-19,22,Entire home/apt,4284876,Real Bed,250,4284876,Apartment,Brazil,False,10,Rio De Janeiro,0,6,36,311,2017,06,19
2018-07-01,122,Private room,528512,Real Bed,30,528512,Apartment,Canada,False,8,Montreal,0,0,0,193,2018,07,01
2019-03-05,385,Entire home/apt,31348206,Real Bed,100,31348206,Guesthouse,United States,True,1,New York,9,30,55,133,2019,03,05
2019-02-01,33,Entire home/apt,8557006,Real Bed,112,8557006,Apartment,Brazil,True,3,Rio De Janeiro,2,6,16,135,2019,02,01
2018-02-06,7,Entire home/apt,22076771,Real Bed,55,22076771,Apartment,Spain,False,15,Barcelona,0,0,0,36,2018,02,06
2019-01-19,7,Entire home/apt,61391963,Real Bed,133,61391963,Apartment,United States,False,85,New York,5,35,65,340,2019,01,19
2016-04-18,1,Private room,7982432,Real Bed,65,7982432,Apartment,United States,False,1,New York,0,0,0,0,2016,04,18
2018-12-30,36,Private room,40699783,Real Bed,267,40699783,Apartment,Hong Kong,False,14,Hong Kong,17,47,77,348,2018,12,30
2019-02-19,180,Entire home/apt,6334250,Real Bed,79,6334250,Apartment,United States,True,1,New York,4,10,20,270,2019,02,19
2018-11-26,25,Entire home/apt,29480889,Real Bed,150,29480889,Guest suite,United States,False,1,New York,0,3,3,3,2018,11,26
2016-05-02,1,Entire home/apt,6394019,Real Bed,903,6394019,Apartment,Hong Kong,False,2,Hong Kong,0,0,0,0,2016,05,02
2019-02-27,211,Private room,56949831,Real Bed,424,56949831,Apartment,Hong Kong,True,22,Hong Kong,6,27,57,57,2019,02,27
2018-10-04,3,Entire home/apt,20204555,Real Bed,903,20204555,Apartment,Hong Kong,False,3,Hong Kong,0,0,0,0,2018,10,04
2019-02-21,45,Private room,6298986,Real Bed,48,6298986,Apartment,United States,False,2,New York,30,60,90,365,2019,02,21
2016-03-24,1,Private room,4499997,Real Bed,55,4499997,House,Australia,False,2,Sydney,0,0,0,0,2016,03,24
2019-01-02,2,Entire home/apt,62153375,Real Bed,250,62153375,Other,Brazil,False,4,Rio De Janeiro,0,0,0,252,2019,01,02
2018-12-25,76,Private room,59638323,Real Bed,52,59638323,House,Brazil,True,4,Rio De Janeiro,2,27,45,109,2018,12,25
2018-12-05,4,Private room,3246867,Real Bed,40,3246867,Apartment,Spain,False,2,Barcelona,0,0,0,180,2018,12,05
2018-05-26,95,Entire home/apt,593115,Real Bed,150,593115,Apartment,United States,False,1,New York,0,0,1,219,2018,05,26
2019-02-03,207,Entire home/apt,44145,Real Bed,85,44145,Apartment,United States,False,2,New York,7,14,33,33,2019,02,03
2019-01-30,75,Private room,50199714,Real Bed,38,50199714,Apartment,United States,False,5,New York,14,15,15,15,2019,01,30
2018-07-29,36,Entire home/apt,1245194,Real Bed,1492,1245194,Apartment,Hong Kong,False,5,Hong Kong,12,29,59,293,2018,07,29
2018-12-03,19,Entire home/apt,39166875,Real Bed,139,39166875,Condominium,United States,False,34,New York,9,30,49,289,2018,12,03
2017-06-11,3,Private room,9031139,Real Bed,171,9031139,Townhouse,Australia,False,4,Sydney,0,0,0,0,2017,06,11
2017-09-17,1,Entire home/apt,63088500,Real Bed,1000,63088500,Condominium,Brazil,False,4,Rio De Janeiro,26,56,86,361,2017,09,17
2019-01-05,107,Private room,15900036,Real Bed,108,15900036,Condominium,Brazil,True,24,Rio De Janeiro,22,45,68,343,2019,01,05
2019-03-03,217,Entire home/apt,4404268,Real Bed,250,4404268,Apartment,United States,False,2,New York,11,14,25,80,2019,03,03
